symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
SLC6A15	HGNC:13621	55117	ENSG00000072041	solute carrier family 6 member 15	Q9H2J7		hv7-3|NTT73|FLJ10316|V7-3|SBAT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC11A1	HGNC:10907	6556	ENSG00000018280	solute carrier family 11 member 1	P49279		LSH|NRAMP|NRAMP1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CBS	HGNC:1550	875	ENSG00000160200	cystathionine beta-synthase	P35520		HIP4	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SUCLA2	HGNC:11448	8803	ENSG00000136143	succinate-CoA ligase ADP-forming subunit beta	Q9P2R7		LINC00444	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
KLHDC3	HGNC:20704	116138	ENSG00000124702	kelch domain containing 3	Q9BQ90		PEAS|hPeas|dJ20C7.3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SCRN3	HGNC:30382	79634	ENSG00000144306	secernin 3	Q0VDG4		FLJ23142	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TBC1D26	HGNC:28745	353149	ENSG00000214946	TBC1 domain family member 26	Q86UD7		MGC51025	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ELOVL7	HGNC:26292	79993	ENSG00000164181	ELOVL fatty acid elongase 7	A1L3X0		FLJ23563	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC7A6	HGNC:11064	9057	ENSG00000103064	solute carrier family 7 member 6	Q92536		y+LAT-2|KIAA0245|LAT3|LAT-2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SVBP	HGNC:29204	374969	ENSG00000177868	small vasohibin binding protein	Q8N300		MGC45441|CCDC23	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
OR10K1	HGNC:14693	391109	ENSG00000173285	olfactory receptor family 10 subfamily K member 1	Q8NGX5			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ZNF799	HGNC:28071	90576	ENSG00000196466	zinc finger protein 799	Q96GE5		HIT-40|MGC71805|ZNF842	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
POLD4	HGNC:14106	57804	ENSG00000175482	DNA polymerase delta 4, accessory subunit	Q9HCU8		p12|POLDS	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC5A3	HGNC:11038	6526	ENSG00000198743	solute carrier family 5 member 3	P53794		SMIT|SMIT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CCDC126	HGNC:22398	90693	ENSG00000169193	coiled-coil domain containing 126	Q96EE4		FLJ23031	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC46A1	HGNC:30521	113235	ENSG00000076351	solute carrier family 46 member 1	Q96NT5		HCP1|MGC9564|PCFT|HsPCFT|hPCFT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC27A3	HGNC:10997	11000	ENSG00000143554	solute carrier family 27 member 3	Q5K4L6		FATP3|MGC4365|ACSVL3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TEAD1	HGNC:11714	7003	ENSG00000187079	TEA domain transcription factor 1	P28347		TEF-1|TCF13|AA	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MAMDC2	HGNC:23673	256691	ENSG00000165072	MAM domain containing 2	Q7Z304		MGC21981	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TSN	HGNC:12379	7247	ENSG00000211460	translin	Q15631		TRSLN|BCLF-1|REHF-1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FOLR2	HGNC:3793	2350	ENSG00000165457	folate receptor beta	P14207		FRβ	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
DAZ4	HGNC:15966	57135	ENSG00000205916	deleted in azoospermia 4	Q86SG3			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A5	HGNC:10991	292	ENSG00000005022	solute carrier family 25 member 5	P05141		T2|2F1|T3|ANT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A18	HGNC:10988	83733	ENSG00000182902	solute carrier family 25 member 18	Q9H1K4			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
UBALD1	HGNC:29576	124402	ENSG00000153443	UBA like domain containing 1	Q8TB05		FAM100A	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SPATA24	HGNC:27322	202051	ENSG00000170469	spermatogenesis associated 24	Q86W54		T6441|CCDC161	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC9A5	HGNC:11078	6553	ENSG00000135740	solute carrier family 9 member A5	Q14940		NHE5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
FOXA1	HGNC:5021	3169	ENSG00000129514	forkhead box A1	P55317		HNF3A	prostate cancer	candidate	0	somatic	pioneer factor for AR	curated (Claude knowledge; unverified)
PURB	HGNC:9702	5814	ENSG00000146676	purine rich element binding protein B	Q96QR8		PURBETA	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ZNF107	HGNC:12887	51427	ENSG00000196247	zinc finger protein 107	Q9UII5		ZFD25|smap-7|ZNF588	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MMP17	HGNC:7163	4326	ENSG00000198598	matrix metallopeptidase 17	Q9ULZ9		MT4-MMP	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ABCA9	HGNC:39	10350	ENSG00000154258	ATP binding cassette subfamily A member 9	Q8IUA7		EST640918	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PSMB7	HGNC:9544	5695	ENSG00000136930	proteasome 20S subunit beta 7	Q99436		Z	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A47	HGNC:20115	283600	ENSG00000140107	solute carrier family 25 member 47	Q6Q0C1		HDCMP|C14orf68	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A21	HGNC:14411	89874	ENSG00000183032	solute carrier family 25 member 21	Q9BQT8		ODC1|ODC	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC37A3	HGNC:20651	84255	ENSG00000157800	solute carrier family 37 member 3	Q8NCC5		DKFZp761N0624|SPX3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9A7	HGNC:17123	84679	ENSG00000065923	solute carrier family 9 member A7	Q96T83		NHE7|NHE-7	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NAT1	HGNC:7645	9	ENSG00000171428	N-acetyltransferase 1	P18440		AAC1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NACA2	HGNC:23290	342538	ENSG00000253506	nascent polypeptide associated complex subunit alpha 2	Q9H009		MGC71999|NACAL	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC30A8	HGNC:20303	169026	ENSG00000164756	solute carrier family 30 member 8	Q8IWU4		ZnT-8|ZNT8	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35C1	HGNC:20197	55343	ENSG00000181830	solute carrier family 35 member C1	Q96A29		FUCT1|FLJ11320	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC19A3	HGNC:16266	80704	ENSG00000135917	solute carrier family 19 member 3	Q9BZV2		THTR2|thTr-2|hTHTR2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
C10orf67	HGNC:28716	256815	ENSG00000179133	chromosome 10 open reading frame 67	Q8IYJ2		MGC46732|bA215C7.4|LINC01552|C10orf115	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LRRC63	HGNC:34296	220416	ENSG00000173988	leucine rich repeat containing 63	Q05C16		RP11-139H14.4	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CLCN3	HGNC:2021	1182	ENSG00000109572	Cl-/H+ antiporter 3	P51790		CLC3|ClC-3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC6A18	HGNC:26441	348932	ENSG00000164363	solute carrier family 6 member 18	Q96N87		FLJ31236|Xtrp2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TREM2	HGNC:17761	54209	ENSG00000095970	triggering receptor expressed on myeloid cells 2	Q9NZC2		TREM-2|Trem2a|Trem2b|Trem2c	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CHODL	HGNC:17807	140578	ENSG00000154645	chondrolectin	Q9H9P2		FLJ12627|PRED12|MT75|C21orf68	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC12A8	HGNC:15595	84561	ENSG00000221955	solute carrier family 12 member 8	A0AV02		CCC9	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
FANK1	HGNC:23527	92565	ENSG00000203780	fibronectin type III and ankyrin repeat domains 1	Q8TC84			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SIDT1	HGNC:25967	54847	ENSG00000072858	SID1 transmembrane family member 1	Q9NXL6		FLJ20174|SID-1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MTRF1L	HGNC:21051	54516	ENSG00000112031	mitochondrial translation release factor 1 like	Q9UGC7		HMRF1L|mtRF1a	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TEX55	HGNC:26553	152405	ENSG00000163424	testis expressed 55	Q96M34		FLJ32859|TSCPA|C3orf30	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
DRGX	HGNC:21536	644168	ENSG00000165606	dorsal root ganglia homeobox	A6NNA5		DRG11|PRRXL1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC43A1	HGNC:9225	8501	ENSG00000149150	solute carrier family 43 member 1	O75387		R00504|PB39|POV1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RABIF	HGNC:9797	5877	ENSG00000183155	RAB interacting factor	P47224		mss4|RASGRF3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC35A3	HGNC:11023	23443	ENSG00000117620	solute carrier family 35 member A3	Q9Y2D2			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TAOK2	HGNC:16835	9344	ENSG00000149930	TAO kinase 2	Q9UL54		TAO1|KIAA0881|PSK|PSK1|TAO2|MAP3K17|hKFC-C|PSK-1|PSK1-BETA|Tao2beta	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NR3C1	HGNC:7978	2908	ENSG00000113580	nuclear receptor subfamily 3 group C member 1	P04150		GR|GRL	prostate cancer	candidate	0	biology	glucocorticoid receptor; AR-blockade resistance	curated (Claude knowledge; unverified)
TAL2	HGNC:11557	6887	ENSG00000186051	TAL bHLH transcription factor 2	Q16559		bHLHa19	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC37A2	HGNC:20644	219855	ENSG00000134955	solute carrier family 37 member 2	Q8TED4		FLJ00171|SPX2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC44A2	HGNC:17292	57153	ENSG00000129353	solute carrier family 44 member 2 (CTL2 blood group)	Q8IWA5		HNA-3|CTL2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A12	HGNC:20860	221074	ENSG00000148482	solute carrier family 39 member 12	Q504Y0		FLJ30499|ZIP12	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CCDC137	HGNC:33451	339230	ENSG00000185298	coiled-coil domain containing 137	Q6PK04		MGC16597	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FBXW10B	HGNC:14379	374286	ENSG00000241322	F-box and WD repeat domain containing 10B	O95170		HREP|SM25H2|FBXW10P1|CDRT1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A26	HGNC:20661	115286	ENSG00000144741	solute carrier family 25 member 26	Q70HW3		SAMC	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ITGA1	HGNC:6134	3672	ENSG00000213949	integrin subunit alpha 1	P56199		VLA1|CD49a	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC41A3	HGNC:31046	54946	ENSG00000114544	solute carrier family 41 member 3	Q96GZ6		FLJ20473	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
AR	HGNC:644	367	ENSG00000169083	androgen receptor	P10275		AIS|NR3C4|SMAX1|HUMARA|DHTR|SBMA	prostate cancer	known	1	approved_drug	enzalutamide; apalutamide; darolutamide; bicalutamide — approved (androgen receptor antagonists)	curated (Claude knowledge, 2026-05; unverified)
SUPT20H	HGNC:20596	55578	ENSG00000102710	SPT20 homolog, SAGA complex component	Q8NEM7		SPT20|bA421P11.4|P38IP|C13orf19|FAM48A	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
GRIN3A	HGNC:16767	116443	ENSG00000198785	glutamate ionotropic receptor NMDA type subunit 3A	Q8TCU5		GluN3A	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FBXO24	HGNC:13595	26261	ENSG00000106336	F-box protein 24	O75426		FBX24	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A41	HGNC:28533	284427	ENSG00000181240	solute carrier family 25 member 41	Q8N5S1		FLJ40442|MGC34725|APC4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CNTNAP2	HGNC:13830	26047	ENSG00000174469	contactin associated protein 2	Q9UHC6		Caspr2|KIAA0868|NRXN4	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CDKL3	HGNC:15483	51265	ENSG00000006837	cyclin dependent kinase like 3	Q8IVW4		NKIAMRE	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC4A2	HGNC:11028	6522	ENSG00000164889	solute carrier family 4 member 2	P04920		HKB3|BND3L|NBND3|EPB3L1|AE2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC7A9	HGNC:11067	11136	ENSG00000021488	solute carrier family 7 member 9	P82251		BAT1|CSNU3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A10	HGNC:20861	57181	ENSG00000196950	solute carrier family 39 member 10	Q9ULF5		KIAA1265|FLJ90515|DKFZp564L2123|ZIP10	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SEH1L	HGNC:30379	81929	ENSG00000085415	SEH1 like nucleoporin	Q96EE3		SEH1A|SEH1B|Seh1|SEC13L	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC35F2	HGNC:23615	54733	ENSG00000110660	solute carrier family 35 member F2	Q8IXU6		FLJ13018	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC10A4	HGNC:22980	201780	ENSG00000145248	solute carrier family 10 member 4	Q96EP9		MGC29802	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC13A3	HGNC:14430	64849	ENSG00000158296	solute carrier family 13 member 3	Q8WWT9		NADC3|SDCT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9B1	HGNC:24244	150159	ENSG00000164037	solute carrier family 9 member B1	Q4ZJI4		NHA1|NHEDC1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RASA4	HGNC:23181	10156	ENSG00000105808	RAS p21 protein activator 4	O43374		KIAA0538|CAPRI|GAPL	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LTBP2	HGNC:6715	4053	ENSG00000119681	latent transforming growth factor beta binding protein 2	Q14767		LTBP3|C14orf141	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CHEK2	HGNC:16627	11200	ENSG00000183765	checkpoint kinase 2	O96017		CDS1|CHK2|HuCds1|PP1425|bA444G7|RAD53	prostate cancer	candidate	0	germline	DNA damage checkpoint	curated (Claude knowledge; unverified)
KIF4B	HGNC:6322	285643	ENSG00000226650	kinesin family member 4B	Q2VIQ3			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
OLFM1	HGNC:17187	10439	ENSG00000130558	olfactomedin 1	Q99784		NOE1|OlfA|AMY|NOELIN	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CALB2	HGNC:1435	794	ENSG00000172137	calbindin 2	P22676		CAL2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NEU3	HGNC:7760	10825	ENSG00000162139	neuraminidase 3	Q9UQ49			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ASH2L	HGNC:744	9070	ENSG00000129691	ASH2 like, histone lysine methyltransferase complex subunit	Q9UBL3		ASH2L2|ASH2|Bre2|ASH2L1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
UROC1	HGNC:26444	131669	ENSG00000159650	urocanate hydratase 1	Q96N76		FLJ31300|HMFN0320	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SCLT1	HGNC:26406	132320	ENSG00000151466	sodium channel and clathrin linker 1	Q96NL6		hCAP-1A|FLJ30655	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
EGLN3	HGNC:14661	112399	ENSG00000129521	egl-9 family hypoxia inducible factor 3	Q9H6Z9		PHD3|HIFPH3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
WDR41	HGNC:25601	55255	ENSG00000164253	WD repeat domain 41	Q9HAD4		FLJ10904	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC35B1	HGNC:20798	10237	ENSG00000121073	solute carrier family 35 member B1	P78383		UGTREL1|AXER	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TOMM6	HGNC:34528	100188893	ENSG00000214736	translocase of outer mitochondrial membrane 6	Q96B49		OBTP|Tom6	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC30A9	HGNC:1329	10463	ENSG00000014824	solute carrier family 30 member 9	Q6PML9		HUEL|ZNT9|GAC63|C4orf1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SPRR4	HGNC:23173	163778	ENSG00000184148	small proline rich protein 4	Q96PI1			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
BRCA1	HGNC:1100	672	ENSG00000012048	BRCA1 DNA repair associated	P38398		RNF53|BRCC1|PPP1R53|FANCS	prostate cancer	candidate	0	germline	homologous recombination	curated (Claude knowledge; unverified)
SLC35G6	HGNC:31351	643664	ENSG00000259224	solute carrier family 35 member G6	P0C7Q6		TMEM21B|AMAC1L3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
GLYCTK	HGNC:24247	132158	ENSG00000168237	glycerate kinase	Q8IVS8		HBEBP4|HBEBP2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC24A4	HGNC:10978	123041	ENSG00000140090	solute carrier family 24 member 4	Q8NFF2		NCKX4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ZNF230	HGNC:13024	7773	ENSG00000159882	zinc finger protein 230	Q9UIE0		FDZF2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ERG	HGNC:3446	2078	ENSG00000157554	ETS transcription factor ERG	P11308		erg-3|p55	prostate cancer	candidate	0	somatic	TMPRSS2-ERG fusion	curated (Claude knowledge; unverified)
CFAP20DC	HGNC:24763	200844	ENSG00000163689	CFAP20 domain containing	Q6ZVT6		FLJ42117|FLJ42930|C3orf67	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC34A2	HGNC:11020	10568	ENSG00000157765	solute carrier family 34 member 2	O95436		NAPI-3B|NaPi-2b|NPTIIb|NaPi2b|NAPI-IIb	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC38A11	HGNC:26836	151258	ENSG00000169507	solute carrier family 38 member 11	Q08AI6		FLJ39822|AVT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC24A2	HGNC:10976	25769	ENSG00000155886	solute carrier family 24 member 2	Q9UI40		NCKX2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
KRT32	HGNC:6449	3882	ENSG00000108759	keratin 32	Q14532		Ha-2|KRTHA2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC9C2	HGNC:28664	284525	ENSG00000162753	solute carrier family 9 member C2 (putative)	Q5TAH2		MGC43026|SLC9A11	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RNASEK	HGNC:33911	440400	ENSG00000219200	ribonuclease K	Q6P5S7		MGC71993	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC16A13	HGNC:31037	201232	ENSG00000174327	solute carrier family 16 member 13	Q7RTY0		MCT13	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ZNF263	HGNC:13056	10127	ENSG00000006194	zinc finger protein 263	O14978		FPM315|ZKSCAN12|ZSCAN44	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC10A2	HGNC:10906	6555	ENSG00000125255	solute carrier family 10 member 2	Q12908		NTCP2|IBAT|ASBT|ISBT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PRAMEF10	HGNC:27997	343071	ENSG00000187545	PRAME family member 10	O60809			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC12A4	HGNC:10913	6560	ENSG00000124067	solute carrier family 12 member 4	Q9UP95		KCC1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35G3	HGNC:26848	146861	ENSG00000164729	solute carrier family 35 member G3	Q8N808		FLJ40154|TMEM21A|AMAC1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9A8	HGNC:20728	23315	ENSG00000197818	solute carrier family 9 member A8	Q9Y2E8		KIAA0939|NHE8	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ETAA1	HGNC:24648	54465	ENSG00000143971	ETAA1 activator of ATR kinase	Q9NY74		ETAA16	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
BRMS1	HGNC:17262	25855	ENSG00000174744	BRMS1 transcriptional repressor and anoikis regulator	Q9HCU9		DKFZP564A063	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LDAH	HGNC:26145	60526	ENSG00000118961	lipid droplet associated hydrolase	Q9H6V9		FLJ21820|C2orf43	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC61A1	HGNC:28156	84975	ENSG00000182544	solute carrier family 61 member 1	Q6N075		MGC11308|HsMOT2|MFSD5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
OR10H1	HGNC:8172	26539	ENSG00000186723	olfactory receptor family 10 subfamily H member 1	Q9Y4A9			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC24A5	HGNC:20611	283652	ENSG00000188467	solute carrier family 24 member 5	Q71RS6		JSX|OCA6|NCKX5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
UPF3B	HGNC:20439	65109	ENSG00000125351	UPF3B regulator of nonsense mediated mRNA decay	Q9BZI7		RENT3B|UPF3X|HUPF3B|MRX82|MRX62|UPF3BP1|UPF3BP2|UPF3BP3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC52A1	HGNC:30225	55065	ENSG00000132517	solute carrier family 52 member 1	Q9NWF4		FLJ10060|GPCR42|PAR2|hRFT1|RFVT1|GPR172B	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC47A2	HGNC:26439	146802	ENSG00000180638	solute carrier family 47 member 2	Q86VL8		FLJ31196|MATE2|MATE2-K	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PSCA	HGNC:9500	8000	ENSG00000167653	prostate stem cell antigen	O43653		lncPSCA	prostate cancer	candidate	0	clinical_trial	CAR-T / antibody target	curated (Claude knowledge; unverified)
TCP11X1	HGNC:48369	100996631	ENSG00000268235	t-complex 11 family, X-linked 1	B4DZS4			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLCO6A1	HGNC:23613	133482	ENSG00000205359	solute carrier organic anion transporter family member 6A1	Q86UG4		OATP6A1|OATPY|MGC26949|CT48	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TCHH	HGNC:11791	7062	ENSG00000159450	trichohyalin	Q07283		THH	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MAGED1	HGNC:6813	9500	ENSG00000179222	MAGE family member D1	Q9Y5V3		NRAGE|DLXIN-1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PET117	HGNC:40045	100303755	ENSG00000232838	PET117 cytochrome c oxidase chaperone	Q6UWS5		CSRP2BP	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC1A5	HGNC:10943	6510	ENSG00000105281	solute carrier family 1 member 5	Q15758		AAAT|ASCT2|RDRC|M7V1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A3	HGNC:10967	6581	ENSG00000146477	solute carrier family 22 member 3	O75751		OCT3|EMT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PARP1	HGNC:270	142	ENSG00000143799	poly(ADP-ribose) polymerase 1	P09874		PARP|ARTD1|Poly-PARP|PARS|PPOL|ADPRT	prostate cancer	known	1	approved_drug	olaparib; rucaparib; niraparib; talazoparib — approved for HRR-mutated mCRPC	curated (Claude knowledge, 2026-05; unverified)
TACSTD2	HGNC:11530	4070	ENSG00000184292	tumor associated calcium signal transducer 2	P09758		TROP2|GA733-1|EGP-1|M1S1	prostate cancer	candidate	0	clinical_trial	TROP2 antibody-drug conjugates	curated (Claude knowledge; unverified)
SLC22A24	HGNC:28542	283238	ENSG00000197658	solute carrier family 22 member 24	Q8N4F4		MGC34821|NET46	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SRD5A2	HGNC:11285	6716	ENSG00000277893	steroid 5 alpha-reductase 2	P31213			prostate cancer	candidate	0	biology	5-alpha-reductase; androgen activation	curated (Claude knowledge; unverified)
IRAG2	HGNC:6690	4033	ENSG00000118308	inositol 1,4,5-triphosphate receptor associated 2	Q12912		JAW1|LRMP	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RSRC2	HGNC:30559	65117	ENSG00000111011	arginine and serine rich coiled-coil 2	Q7L4I2		FLJ11021	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC35D3	HGNC:15621	340146	ENSG00000182747	solute carrier family 35 member D3	Q5M8T2		FRCL1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TNIP1	HGNC:16903	10318	ENSG00000145901	TNFAIP3 interacting protein 1	Q15025		NAF1|KIAA0113|ABIN-1|VAN	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC27A1	HGNC:10995	376497	ENSG00000130304	solute carrier family 27 member 1	Q6PCB7		FATP1|FATP|MGC71751|FLJ00336|ACSVL5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC5A7	HGNC:14025	60482	ENSG00000115665	solute carrier family 5 member 7	Q9GZV3		hCHT|CHT1|ChT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC33A2	HGNC:25157	113655	ENSG00000167700	solute carrier family 33 member 2	Q96ES6		MFSD3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC4A11	HGNC:16438	83959	ENSG00000088836	solute carrier family 4 member 11	Q8NBS3		dJ794I6.2|BTR1|NaBC1|FECD4|CHED2|CDPD1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
C19orf84	HGNC:27112	147646	ENSG00000262874	chromosome 19 open reading frame 84	I3L1E1			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC12A6	HGNC:10914	9990	ENSG00000140199	solute carrier family 12 member 6	Q9UHW9		KCC3A|KCC3B|KCC3|ACCPN	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
MLF2	HGNC:7126	8079	ENSG00000089693	myeloid leukemia factor 2	Q15773		NTN4	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SUGP1	HGNC:18643	57794	ENSG00000105705	SURP and G-patch domain containing 1	Q8IWZ8		F23858|DKFZp434E2216|RBP|SF4	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
