symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
ZDHHC3	HGNC:18470	51304	ENSG00000163812	zDHHC palmitoyltransferase 3	Q9NYG2		ZNF373|GODZ|DHHC3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SECISBP2L	HGNC:28997	9728	ENSG00000138593	SECIS binding protein 2 like	Q93073		KIAA0256	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NANS	HGNC:19237	54187	ENSG00000095380	N-acetylneuraminate synthase	Q9NR45		SAS	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PREB	HGNC:9356	10113	ENSG00000138073	prolactin regulatory element binding	Q9HCU5		SEC12	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GCK	HGNC:4195	2645	ENSG00000106633	glucokinase	P35557		HK4|HKIV|MODY2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TBC1D10B	HGNC:24510	26000	ENSG00000169221	TBC1 domain family member 10B	Q4KMP7		DKFZP434P1750|Rab27A-GAPbeta|FLJ13130|EPI64B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PSMD2	HGNC:9559	5708	ENSG00000175166	proteasome 26S subunit ubiquitin receptor, non-ATPase 2	Q13200		S2|P97|TRAP2|MGC14274|Rpn1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
OR4F29	HGNC:31275	729759	ENSG00000284733	olfactory receptor family 4 subfamily F member 29	Q6IEY1			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PPM1L	HGNC:16381	151742	ENSG00000163590	protein phosphatase, Mg2+/Mn2+ dependent 1L	Q5SGD2		PP2CE	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RREB1	HGNC:10449	6239	ENSG00000124782	ras responsive element binding protein 1	Q92766		HNT	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
VTN	HGNC:12724	7448	ENSG00000109072	vitronectin	P04004		VN	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CFAP141	HGNC:32305	388701	ENSG00000163263	cilia and flagella associated protein 141	Q5VU69		C1orf189	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF232	HGNC:13026	7775	ENSG00000167840	zinc finger protein 232	Q9UNY5		ZSCAN11	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FBXO48	HGNC:33857	554251	ENSG00000204923	F-box protein 48	Q5FWF7			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RAB41	HGNC:18293	347517	ENSG00000147127	RAB41, member RAS oncogene family	Q5JT25			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PPP1R15B	HGNC:14951	84919	ENSG00000158615	protein phosphatase 1 regulatory subunit 15B	Q5SWA1		FLJ14744	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TGOLN2	HGNC:15450	10618	ENSG00000152291	trans-golgi network protein 2	O43493		TGN51|TGN46|TGN48|TGN38|TTGN2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CCDC9B	HGNC:33488	388115	ENSG00000188549	coiled-coil domain containing 9B	Q6ZUT6		FLJ43339|C15orf52	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PAPLN	HGNC:19262	89932	ENSG00000100767	papilin, proteoglycan like sulfated glycoprotein	O95428		MGC50452	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF708	HGNC:12945	7562	ENSG00000182141	zinc finger protein 708	P17019		KOX8|ZNF15|ZNF15L1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MAZ	HGNC:6914	4150	ENSG00000103495	MYC associated zinc finger protein	P56270		ZF87|Pur-1|Zif87|ZNF801	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DBI	HGNC:2690	1622	ENSG00000155368	diazepam binding inhibitor, acyl-CoA binding protein	P07108		ACBP|ACBD1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RNF169	HGNC:26961	254225	ENSG00000166439	ring finger protein 169	Q8NCN4		KIAA1991	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC25A17	HGNC:10987	10478	ENSG00000100372	solute carrier family 25 member 17	O43808		PMP34	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
OR2T3	HGNC:14727	343173	ENSG00000196539	olfactory receptor family 2 subfamily T member 3	Q8NH03			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
IFI27L1	HGNC:19754	122509	ENSG00000165948	interferon alpha inducible protein 27 like 1	Q96BM0		FAM14B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
JAML	HGNC:19084	120425	ENSG00000160593	junction adhesion molecule like	Q86YT9		Gm638|AMICA|AMICA1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TRIM47	HGNC:19020	91107	ENSG00000132481	tripartite motif containing 47	Q96LD4		GOA|RNF100	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TSSK2	HGNC:11401	23617	ENSG00000206203	testis specific serine kinase 2	Q96PF2		SPOGA2|FLJ38613|STK22B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TTC16	HGNC:26536	158248	ENSG00000167094	tetratricopeptide repeat domain 16	Q8NEE8		FLJ32780	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SULF2	HGNC:20392	55959	ENSG00000196562	sulfatase 2	Q8IWU5		KIAA1247|HSULF-2|SULF-2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TLE2	HGNC:11838	7089	ENSG00000065717	TLE family member 2, transcriptional corepressor	Q04725		ESG2|GRG2|ESG|FLJ41188	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TRNT1	HGNC:17341	51095	ENSG00000072756	tRNA nucleotidyl transferase 1	Q96Q11		MtCCA|CGI-47|CCA1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CYP39A1	HGNC:17449	51302	ENSG00000146233	cytochrome P450 family 39 subfamily A member 1	Q9NYL5			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TECRL	HGNC:27365	253017	ENSG00000205678	trans-2,3-enoyl-CoA reductase like	Q5HYJ1		GPSN2L|SRD5A2L2|DKFZp313D0829|DKFZp313B2333|TERL	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
BCL6	HGNC:1001	604	ENSG00000113916	BCL6 transcription repressor	P41182		ZBTB27|LAZ3|BCL5|BCL6A|ZNF51	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CBFA2T3	HGNC:1537	863	ENSG00000129993	CBFA2/RUNX1 partner transcriptional co-repressor 3	O75081		MTGR2|ZMYND4|MTG16|RUNX1T3|ETO2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
AK2	HGNC:362	204	ENSG00000004455	adenylate kinase 2	P54819			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CPLX2	HGNC:2310	10814	ENSG00000145920	complexin 2	Q6PUV4		CPX-2|DKFZp547D155	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ACLY	HGNC:115	47	ENSG00000131473	ATP citrate lyase	P53396		ATPCL|CLATP|ACL	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MRPS33	HGNC:16634	51650	ENSG00000090263	mitochondrial ribosomal protein S33	Q9Y291		CGI-139|mS33	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
EPG5	HGNC:29331	57724	ENSG00000152223	ectopic P-granules 5 autophagy tethering factor	Q9HCE0		hEPG5|KIAA1632	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SYVN1	HGNC:20738	84447	ENSG00000162298	synoviolin 1	Q86TM6		HRD1|DER3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TMEM123	HGNC:30138	114908	ENSG00000152558	transmembrane protein 123	Q8N131		PORIMIN|KCT3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FOXO1	HGNC:3819	2308	ENSG00000150907	forkhead box O1	Q12778		FKH1|FKHR|FOXO1A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SHOX	HGNC:10853	6473	ENSG00000185960	SHOX homeobox	O15266		PHOG|GCFX|SS|SHOXY|SHOX1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FAAH2	HGNC:26440	158584	ENSG00000165591	fatty acid amide hydrolase 2	Q6GMR7		RP11-479E16.1|FLJ31204|FAAH-2|AMDD	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
LZTFL1	HGNC:6741	54585	ENSG00000163818	leucine zipper transcription factor like 1	Q9NQ48		BBS17	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
EXT2	HGNC:3513	2132	ENSG00000151348	exostosin glycosyltransferase 2	Q93063		SOTV	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
OR2L5	HGNC:15011	81466	ENSG00000197454	olfactory receptor family 2 subfamily L member 5	Q8NG80		OR2L11|OR2L5P	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ATP5MC2	HGNC:842	517	ENSG00000135390	ATP synthase membrane subunit c locus 2	Q06055		ATP5G2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FSIP1	HGNC:21674	161835	ENSG00000150667	fibrous sheath interacting protein 1	Q8NA03		FLJ35989	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ADD1	HGNC:243	118	ENSG00000087274	adducin 1	P35611			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MYH13	HGNC:7571	8735	ENSG00000006788	myosin heavy chain 13	Q9UKX3		MyHC-eo	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NDUFA13	HGNC:17194	51079	ENSG00000186010	NADH:ubiquinone oxidoreductase subunit A13	Q9P0J0		CGI-39|CDA016|GRIM-19|GRIM19|B16.6	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PPP1CB	HGNC:9282	5500	ENSG00000213639	protein phosphatase 1 catalytic subunit beta	P62140		PP1Cbeta|PPP1CD|PP1Cdelta|PP1B|PP-1B|PP1beta|PP1c|MP|PPP1beta	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PVALEF	HGNC:40053	388428	ENSG00000225180	parvalbumin like EF-hand containing	A0A1B0GWK0		AATK-AS1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NDST3	HGNC:7682	9348	ENSG00000164100	N-deacetylase and N-sulfotransferase 3	O95803		HSST3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF98	HGNC:13174	148198	ENSG00000197360	zinc finger protein 98	A6NK75		ZNF739|F7175	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC34A1	HGNC:11019	6569	ENSG00000131183	solute carrier family 34 member 1	Q06495		NAPI-3|NPTIIa|SLC11|NPT2|SLC17A2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RIOK1	HGNC:18656	83732	ENSG00000124784	RIO kinase 1	Q9BRS2		AD034|FLJ30006|bA288G3.1|RRP10	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLCO1A2	HGNC:10956	6579	ENSG00000084453	solute carrier organic anion transporter family member 1A2	P46721		OATP|OATP1A2|OATP-A|SLC21A3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
XKR8	HGNC:25508	55113	ENSG00000158156	XK related 8	Q9H6D3		FLJ10307	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ANKHD1	HGNC:24714	54882	ENSG00000131503	ankyrin repeat and KH domain containing 1	Q8IWZ3		MASK|FLJ20288|FLJ11979|FLJ10042|FLJ14127|KIAA1085|MASK1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MBD3L3	HGNC:37205	653657	ENSG00000182315	methyl-CpG binding domain protein 3 like 3	A6NE82			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GPR141	HGNC:19997	353345	ENSG00000187037	G protein-coupled receptor 141	Q7Z602		PGR13	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
LMTK1	HGNC:21	9625	ENSG00000181409	lemur tail kinase 1	Q6ZMQ8		AATYK|KIAA0641|LMR1|AATYK1|PPP1R77|AATK	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PSMG3	HGNC:22420	84262	ENSG00000157778	proteasome assembly chaperone 3	Q9BT73		MGC10911|PAC3|C7orf48	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DAB1	HGNC:2661	1600	ENSG00000173406	DAB adaptor protein 1	O75553			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RBMX	HGNC:9910	27316	ENSG00000147274	RNA binding motif protein X-linked	P38159		RNMX|hnRNP-G|HNRNPG	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CC2D1A	HGNC:30237	54862	ENSG00000132024	coiled-coil and C2 domain containing 1A	Q6P1N0		FLJ20241|MRT3|Freud-1|Lgd2|TAPE|Aki-1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GPX2	HGNC:4554	2877	ENSG00000176153	glutathione peroxidase 2	P18283		GSHPX-GI	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF157	HGNC:12942	7712	ENSG00000147117	zinc finger protein 157	P51786		HZF22	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
AKTIP	HGNC:16710	64400	ENSG00000166971	AKT interacting protein	Q9H8T0		FLJ13258|FTS	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FREY1	HGNC:37213	143678	ENSG00000234776	Frey regulator of sperm-oocyte fusion 1	C9JXX5		Frey|C11orf94	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HOXD1	HGNC:5132	3231	ENSG00000128645	homeobox D1	Q9GZZ0		HOX4|HOX4G	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SOX11	HGNC:11191	6664	ENSG00000176887	SRY-box transcription factor 11	P35716			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PIP4K2C	HGNC:23786	79837	ENSG00000166908	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	Q8TBX8		FLJ22055|PIP5K2C	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CCDC116	HGNC:26688	164592	ENSG00000161180	coiled-coil domain containing 116	Q8IYX3		FLJ36046	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC7A6OS	HGNC:25807	84138	ENSG00000103061	solute carrier family 7 member 6 opposite strand	Q96CW6		FLJ13291|Iwr1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF33B	HGNC:13097	7582	ENSG00000196693	zinc finger protein 33B	Q06732		KOX31|KOX2|ZNF11B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZMYND11	HGNC:16966	10771	ENSG00000015171	zinc finger MYND-type containing 11	Q15326		BS69|BRAM1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
COX6B1	HGNC:2280	1340	ENSG00000126267	cytochrome c oxidase subunit 6B1	P14854		COXG|COX6B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TWIST1	HGNC:12428	7291	ENSG00000122691	twist family bHLH transcription factor 1	Q15672		SCS|H-twist|BPES2|bHLHa38|CRS1|ACS3|BPES3|TWIST|CRS	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FOXG1	HGNC:3811	2290	ENSG00000176165	forkhead box G1	P55316		HFK2|QIN|BF1|HFK1|HFK3|HBF-3|FKHL2|FOXG1B|FKHL4|FKH2|FKHL1|FOXG1C|FKHL3|FOXG1A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GPR173	HGNC:18186	54328	ENSG00000184194	G protein-coupled receptor 173	Q9NS66		SREB3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HRH3	HGNC:5184	11255	ENSG00000101180	histamine receptor H3	Q9Y5N1		GPCR97	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RARRES2	HGNC:9868	5919	ENSG00000106538	retinoic acid receptor responder 2	Q99969		TIG2|HP10433	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
XPO1	HGNC:12825	7514	ENSG00000082898	exportin 1	O14980		CRM1|CRM-1|emb	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CLN5	HGNC:2076	1203	ENSG00000102805	CLN5 lysosomal BMP synthase	O75503			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DIRAS1	HGNC:19127	148252	ENSG00000176490	DIRAS family GTPase 1	O95057		Di-Ras1|GBTS1|RIG	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
REM2	HGNC:20248	161253	ENSG00000139890	RRAD and GEM like GTPase 2	Q8IYK8		FLJ38964	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HCAR3	HGNC:16824	8843	ENSG00000255398	hydroxycarboxylic acid receptor 3	P49019		HCA3|HM74|GPR109B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PGS1	HGNC:30029	9489	ENSG00000087157	phosphatidylglycerophosphate synthase 1	Q32NB8		DKFZP762M186	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
EIF4H	HGNC:12741	7458	ENSG00000106682	eukaryotic translation initiation factor 4H	Q15056		WSCR1|KIAA0038|WBSCR1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CCDC61	HGNC:33629	729440	ENSG00000104983	coiled-coil domain containing 61	Q9Y6R9		VFL3|hVFL3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF536	HGNC:29025	9745	ENSG00000198597	zinc finger protein 536	O15090		KIAA0390	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DIPK2A	HGNC:28490	205428	ENSG00000181744	divergent protein kinase domain 2A	Q8NDZ4		MGC33365|DIA1|HASF|C3orf58	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KCTD12	HGNC:14678	115207	ENSG00000178695	potassium channel tetramerization domain containing 12	Q96CX2		KIAA1778|PFET1|C13orf2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
EHBP1	HGNC:29144	23301	ENSG00000115504	EH domain binding protein 1	Q8NDI1		KIAA0903|NACSIN	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ASAH2B	HGNC:23456	653308	ENSG00000204147	N-acylsphingosine amidohydrolase 2B	P0C7U1		bA449O16.3|ASAH2L|bA98I6.3|ASAH2C	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
APOBEC1	HGNC:604	339	ENSG00000111701	apolipoprotein B mRNA editing enzyme catalytic subunit 1	P41238		BEDP|CDAR1|APOBEC-1|HEPR	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CHIC1	HGNC:1934	53344	ENSG00000204116	cysteine rich hydrophobic domain 1	Q5VXU3		BRX	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
C12orf75	HGNC:35164	387882	ENSG00000235162	chromosome 12 open reading frame 75	Q8TAD7		OCC-1|OCC1|AGD3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FAM114A2	HGNC:1333	10827	ENSG00000055147	family with sequence similarity 114 member A2	Q9NRY5		133K02|C5orf3	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RERE	HGNC:9965	473	ENSG00000142599	arginine-glutamic acid dipeptide repeats	Q9P2R6		KIAA0458|ARP|ARG|DNB1|ATN2|ATN1L	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
C1orf52	HGNC:24871	148423	ENSG00000162642	chromosome 1 open reading frame 52	Q8N6N3		gm117|FLJ44982	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
LGR4	HGNC:13299	55366	ENSG00000205213	leucine rich repeat containing G protein-coupled receptor 4	Q9BXB1		GPR48	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KLK8	HGNC:6369	11202	ENSG00000129455	kallikrein related peptidase 8	O60259		HNP|TADG14|neuropsin|ovasin|PRSS19	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
COL3A1	HGNC:2201	1281	ENSG00000168542	collagen type III alpha 1 chain	P02461		EDS4A	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
VEGFC	HGNC:12682	7424	ENSG00000150630	vascular endothelial growth factor C	P49767		VRP|VEGF-C	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SPACA7	HGNC:29575	122258	ENSG00000153498	sperm acrosome associated 7	Q96KW9		C13orf28	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RNASE13	HGNC:25285	440163	ENSG00000206150	ribonuclease A family member 13 (inactive)	Q5GAN3		RAL1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TLK1	HGNC:11841	9874	ENSG00000198586	tousled like kinase 1	Q9UKI8		KIAA0137|PKU-BETA	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RASGRF2	HGNC:9876	5924	ENSG00000113319	Ras protein specific guanine nucleotide releasing factor 2	O14827		GRF2|Ras-GRF2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HAUS3	HGNC:28719	79441	ENSG00000214367	HAUS augmin like complex subunit 3	Q68CZ6		MGC4701|IT1|dgt3|C4orf15	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ETNPPL	HGNC:14404	64850	ENSG00000164089	ethanolamine-phosphate phospho-lyase	Q8TBG4		AGXT2L1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CMTM7	HGNC:19178	112616	ENSG00000153551	CKLF like MARVEL transmembrane domain containing 7	Q96FZ5		FLJ30992|CKLFSF7	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
OTX1	HGNC:8521	5013	ENSG00000115507	orthodenticle homeobox 1	P32242			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PLEKHG1	HGNC:20884	57480	ENSG00000120278	pleckstrin homology and RhoGEF domain containing G1	Q9ULL1		KIAA1209|ARHGEF41	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RCCD1	HGNC:30457	91433	ENSG00000166965	RCC1 domain containing 1	A6NED2		MGC14386	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DCAF12L1	HGNC:29395	139170	ENSG00000198889	DDB1 and CUL4 associated factor 12 like 1	Q5VU92		KIAA1892L|WDR40B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ATP8B1	HGNC:3706	5205	ENSG00000081923	ATPase phospholipid transporting 8B1	O43520		ATPIC|PFIC|FIC1|BRIC|PFIC1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TRAPPC13	HGNC:25828	80006	ENSG00000113597	trafficking protein particle complex subunit 13	A5PLN9		FLJ13611|MGC48585|C5orf44	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PRLHR	HGNC:4464	2834	ENSG00000119973	prolactin releasing hormone receptor	P49683		PrRPR|GPR10	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
NAPSA	HGNC:13395	9476	ENSG00000131400	napsin A aspartic peptidase	O96009		NAP1|NAPA|Kdap|KAP|NR1H2-AS1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MED19	HGNC:29600	219541	ENSG00000156603	mediator complex subunit 19	A0JLT2		LCMR1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
CRISP1	HGNC:304	167	ENSG00000124812	cysteine rich secretory protein 1	P54107		CRISP-1|ARP|HUMARP|HSCRISP1D|HSCRISP1G|AEGL1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
MVB12B	HGNC:23368	89853	ENSG00000196814	multivesicular body subunit 12B	Q9H7P6		FLJ00001|C9orf28|FAM125B	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
C12orf42	HGNC:24729	374470	ENSG00000179088	chromosome 12 open reading frame 42	Q96LP6		FLJ25323	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
LRRC25	HGNC:29806	126364	ENSG00000175489	leucine rich repeat containing 25	Q8N386		MAPA|FLJ38116	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SCML2	HGNC:10581	10389	ENSG00000102098	Scm polycomb group protein like 2	Q9UQR0			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HRCT1	HGNC:33872	646962	ENSG00000196196	histidine rich carboxyl terminus 1	Q6UXD1		LGLL338|PRO537|UNQ338	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TMEM101	HGNC:28653	84336	ENSG00000091947	transmembrane protein 101	Q96IK0		MGC4251|FLJ23987	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SLC22A2	HGNC:10966	6582	ENSG00000112499	solute carrier family 22 member 2	O15244		OCT2	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GPR75	HGNC:4526	10936	ENSG00000119737	G protein-coupled receptor 75	O95800		WI-31133	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
ZNF513	HGNC:26498	130557	ENSG00000163795	zinc finger protein 513	Q8N8E2		FLJ32203|RP58|Zfp513	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
SMG9	HGNC:25763	56006	ENSG00000105771	SMG9 nonsense mediated mRNA decay factor	Q9H0W8		FLJ12886|C19orf61	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
TRABD2A	HGNC:27013	129293	ENSG00000186854	TraB domain containing 2A	Q86V40		TIKI1|C2orf89	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
PINX1	HGNC:30046	54984	ENSG00000254093	PIN2 (TERF1) interacting telomerase inhibitor 1	Q96BK5		LPTL|LPTS|FLJ20565|MGC8850|Gno1|Pxr1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
HSPA14	HGNC:29526	51182	ENSG00000187522	heat shock protein family A (Hsp70) member 14	Q0VDF9		HSP70-4|HSP70L1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
GALNT5	HGNC:4127	11227	ENSG00000136542	polypeptide N-acetylgalactosaminyltransferase 5	Q7Z7M9		GalNAc-T5	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
RUNDC3B	HGNC:30286	154661	ENSG00000105784	RUN domain containing 3B	Q96NL0		RPIP9|RPIB9	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
FOXO6	HGNC:24814	100132074	ENSG00000204060	forkhead box O6	A8MYZ6			rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
DDRGK1	HGNC:16110	65992	ENSG00000198171	DDRGK domain containing 1	Q96HY6		dJ1187M17.3|UFBP1|C20orf116	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
IQCE	HGNC:29171	23288	ENSG00000106012	IQ motif containing E	Q6IPM2		KIAA1023	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
KCNT2	HGNC:18866	343450	ENSG00000162687	potassium sodium-activated channel subfamily T member 2	Q6UVM3		KCa4.2|SLICK|SLO2.1	rheumatoid arthritis	random	0			HGNC protein-coding, random seed 20260921
